country_id,country_name,phone_code,country_code,last_update_date,is_eu_member
1,United States,1,USA,2026-08-31 14:30:00,False
2,India,91,IND,2026-08-31 14:30:00,False
3,Ireland,353,IRL,2026-08-31 14:30:00,True
4,Canada,1,CAN,2026-08-31 14:30:00,False
5,Ireland,353,IRL,2026-08-31 14:30:00,True
6,Canada,1,CAN,2026-08-31 14:30:00,False
7,MOCK_COUNTRY_007,107,M007,2026-08-31 14:30:00,False
8,MOCK_COUNTRY_008,108,M008,2026-08-31 14:30:00,False
9,MOCK_COUNTRY_009,109,M009,2026-08-31 14:30:00,True
10,MOCK_COUNTRY_010,110,M010,2026-08-31 14:30:00,False
11,MOCK_COUNTRY_011,111,M011,2026-08-31 14:30:00,False
12,MOCK_COUNTRY_012,112,M012,2026-08-31 14:30:00,False
13,MOCK_COUNTRY_013,113,M013,2026-08-31 14:30:00,False
14,MOCK_COUNTRY_014,114,M014,2026-08-31 14:30:00,False
15,MOCK_COUNTRY_015,115,M015,2026-08-31 14:30:00,False
16,MOCK_COUNTRY_016,116,M016,2026-08-31 14:30:00,False
17,MOCK_COUNTRY_017,117,M017,2026-08-31 14:30:00,False
18,MOCK_COUNTRY_018,118,M018,2026-08-31 14:30:00,True
19,MOCK_COUNTRY_019,119,M019,2026-08-31 14:30:00,False
20,MOCK_COUNTRY_020,120,M020,2026-08-31 14:30:00,False
21,MOCK_COUNTRY_021,121,M021,2026-08-31 14:30:00,False
22,MOCK_COUNTRY_022,122,M022,2026-08-31 14:30:00,False
23,MOCK_COUNTRY_023,123,M023,2026-08-31 14:30:00,False
24,MOCK_COUNTRY_024,124,M024,2026-08-31 14:30:00,False
25,MOCK_COUNTRY_025,125,M025,2026-08-31 14:30:00,False
26,MOCK_COUNTRY_026,126,M026,2026-08-31 14:30:00,False
27,MOCK_COUNTRY_027,127,M027,2026-08-31 14:30:00,True
28,MOCK_COUNTRY_028,128,M028,2026-08-31 14:30:00,False
29,MOCK_COUNTRY_029,129,M029,2026-08-31 14:30:00,False
30,MOCK_COUNTRY_030,130,M030,2026-08-31 14:30:00,False
31,MOCK_COUNTRY_031,131,M031,2026-08-31 14:30:00,False
32,MOCK_COUNTRY_032,132,M032,2026-08-31 14:30:00,False
33,MOCK_COUNTRY_033,133,M033,2026-08-31 14:30:00,False
34,MOCK_COUNTRY_034,134,M034,2026-08-31 14:30:00,False
35,MOCK_COUNTRY_035,135,M035,2026-08-31 14:30:00,False
36,MOCK_COUNTRY_036,136,M036,2026-08-31 14:30:00,True
37,MOCK_COUNTRY_037,137,M037,2026-08-31 14:30:00,False
38,MOCK_COUNTRY_038,138,M038,2026-08-31 14:30:00,False
39,MOCK_COUNTRY_039,139,M039,2026-08-31 14:30:00,False
40,MOCK_COUNTRY_040,140,M040,2026-08-31 14:30:00,False
41,MOCK_COUNTRY_041,141,M041,2026-08-31 14:30:00,False
42,MOCK_COUNTRY_042,142,M042,2026-08-31 14:30:00,False
43,MOCK_COUNTRY_043,143,M043,2026-08-31 14:30:00,False
