user_id,prev_loc,curr_loc,last_updated_at
9ae6befe-8f2d-e908-f9da-4f55bef99394,,SRID=4326;POINT(9.989464 53.549647),2025-04-08 05:53:41
c13ed0d3-823a-0b12-d6ba-f0f28d5a9549,,SRID=4326;POINT(-73.754828 42.657892),2025-08-03 10:24:36
694d7b00-8d38-8327-883f-13c601b158e9,,SRID=4326;POINT(-76.288441 36.852168),2024-11-02 20:54:46
7aa6d6ea-ac27-3009-ec1a-86d356830783,,SRID=4326;POINT(-3.187201 55.951526),2025-05-24 08:36:00
4c9d6907-13b2-2cec-edca-bf9465f6ba53,SRID=4326;POINT(-74.008068 40.709835),SRID=4326;POINT(-74.008670 40.712335),2025-01-08 00:01:39
84fa4c72-39e7-a4f1-97fb-613a21f89d06,,SRID=4326;POINT(151.205115 -33.865925),2024-06-16 11:57:17
161d5c87-53c9-fe59-4f89-e3b2d847dc53,SRID=4326;POINT(72.878416 19.076921),SRID=4326;POINT(72.875839 19.076367),2024-12-08 14:55:14
f11afc00-132b-4f36-1940-4d24eced9c30,SRID=4326;POINT(73.852817 18.513984),SRID=4326;POINT(73.851347 18.518957),2025-07-21 07:37:12
b2086418-6092-0068-c403-b430631a9c3c,,SRID=4326;POINT(-78.878315 42.888138),2025-06-18 14:35:52
79af8348-10bb-c60d-07bf-63ee7ccd3dc0,SRID=4326;POINT(-122.414817 37.775408),SRID=4326;POINT(-122.414899 37.771167),2024-11-12 06:04:20
e4db04c8-a817-4c85-9819-7749f041e4f7,,SRID=4326;POINT(9.995801 53.548948),2024-04-02 09:39:28
c7a9f33c-22d8-39d3-33e4-f986f18cccdc,,SRID=4326;POINT(13.407928 52.517802),2025-05-09 00:35:30
2436c8de-c40c-fbde-caf9-19244f2c8cfd,SRID=4326;POINT(11.578420 48.139053),SRID=4326;POINT(11.578061 48.134014),2025-05-19 17:58:58
0ec7d662-905c-7bdd-74f0-beae6a5943ce,SRID=4326;POINT(73.854283 18.524502),SRID=4326;POINT(73.855647 18.524315),2024-10-20 22:14:44
97d38ab9-d352-0a91-4873-d25237a2a180,SRID=4326;POINT(-74.008568 40.715578),SRID=4326;POINT(-74.006775 40.713878),2025-05-15 21:40:54
84440504-13ed-280a-d5e1-4d1fe5f22dfb,,SRID=4326;POINT(-122.334898 47.607424),2025-01-27 07:36:28
6532b3ae-16f7-91ac-4cf6-a29711e74656,,SRID=4326;POINT(144.962767 -37.814721),2024-09-07 11:23:27
d0ccc1a5-1b91-2adc-8333-34f66a6a0149,,SRID=4326;POINT(-123.117903 49.284852),2025-08-19 04:07:00
0a054950-1f7f-e5b0-5075-b55accee6b1c,SRID=4326;POINT(-78.876364 42.887677),SRID=4326;POINT(-78.879275 42.884542),2024-10-04 12:34:05
a0dcec7d-3b17-2319-7f4d-55b97d457a09,SRID=4326;POINT(-73.753426 42.654304),SRID=4326;POINT(-73.756406 42.652945),2025-06-09 17:45:56
32b1792b-2263-960a-b43c-6fef2fb7e9bd,SRID=4326;POINT(-4.255026 55.865056),SRID=4326;POINT(-4.254883 55.864126),2025-08-15 08:30:04
ca27cd69-4226-4ba4-0775-d77822ed1e25,SRID=4326;POINT(11.580233 48.134060),SRID=4326;POINT(11.580304 48.137564),2025-06-21 22:54:57
53cc6b95-c689-5836-4f73-ab1c860c7b68,SRID=4326;POINT(-78.875556 42.890253),SRID=4326;POINT(-78.876339 42.889854),2024-03-19 02:23:40
f544b28c-0bba-d72a-8a7e-9cce56c890a5,SRID=4326;POINT(151.212689 -33.868589),SRID=4326;POINT(151.211698 -33.866580),2024-02-19 01:28:45
4d171ebc-5a45-b8ea-d3e7-63d10378bcb7,SRID=4326;POINT(144.363870 -38.152679),SRID=4326;POINT(144.363833 -38.149476),2024-10-20 19:13:48
725d4259-3c4b-1eec-6231-ee7342c2d2eb,SRID=4326;POINT(13.406250 52.525248),SRID=4326;POINT(13.405269 52.521199),2025-09-04 21:39:29
653c8f74-a507-6897-9afa-826744791214,SRID=4326;POINT(-117.428245 47.665507),SRID=4326;POINT(-117.432635 47.664865),2024-07-30 13:06:38
0361b157-b1fb-b587-a514-b3fcc809a0b4,,SRID=4326;POINT(-75.697378 45.421050),2024-08-09 21:11:36
3ea6e5b2-0c76-0d28-df49-5037b40a9181,SRID=4326;POINT(144.968623 -37.812487),SRID=4326;POINT(144.968110 -37.811772),2025-08-23 21:32:28
2339ba19-2563-7cc3-ca97-ebf555d596af,SRID=4326;POINT(-77.042557 38.802788),SRID=4326;POINT(-77.046007 38.805118),2025-05-02 22:48:15
a23036d2-88d7-d47c-ec38-704b22c0eee9,SRID=4326;POINT(144.359612 -38.151607),SRID=4326;POINT(144.359344 -38.148211),2025-08-28 15:58:44
b1b2b5f8-8b66-1d1f-579a-7954c98e3f5b,,SRID=4326;POINT(-117.424918 47.659539),2025-04-28 22:34:45
fc75de3d-d473-f3b5-452a-2da70e00583d,SRID=4326;POINT(151.208427 -33.870502),SRID=4326;POINT(151.208631 -33.871607),2025-08-21 16:58:44
f3abea0d-5be9-fdb3-dd92-dd7c0db977a9,,SRID=4326;POINT(-76.285898 36.848806),2025-08-13 19:17:28
cdbb6c1f-5a8d-785e-f7eb-a7e91dd07ec8,SRID=4326;POINT(-117.162972 32.716334),SRID=4326;POINT(-117.164000 32.718083),2025-06-08 22:33:40
afc2ccfc-9db7-284b-6965-d1d1eb7e2e64,,SRID=4326;POINT(-2.242262 53.483348),2024-05-30 17:10:08
20fda784-6dd9-a879-93ee-36eeee93a4d0,SRID=4326;POINT(77.213108 28.609641),SRID=4326;POINT(77.209129 28.612476),2025-08-08 16:51:53
e061f65f-a859-6f8c-d734-18fe2b843ef3,,SRID=4326;POINT(73.858418 18.525364),2024-06-12 14:42:08
effad15b-bea6-450f-0acc-b23cba6dbed8,SRID=4326;POINT(72.876835 19.076312),SRID=4326;POINT(72.876623 19.074211),2024-08-27 08:39:55
f057712b-945e-b87f-0eff-6a6b689ab92d,,SRID=4326;POINT(-117.163644 32.713725),2025-04-28 05:51:26
aab9278d-92df-cf99-fe7b-178dfb0e7c28,,SRID=4326;POINT(-78.876501 42.889344),2024-02-28 18:30:44
